
============================================================
Sheet: 清风抽纸
============================================================
                      0        1   2                                                                                          3
60  2025-12-13 17:25:51                一个达不溜  文字                                                                                                                                         我买了，家里钢丝球都刷坏几个了[捂脸]也不见什么效果
61  2025-12-13 17:32:14                 洋洋得亿  文字                                                                                                                                                 悟空咋知道我昨天刚把锅烧黑了[尴尬]
62  2025-12-13 17:33:08                 洋洋得亿  文字                                                                                                                                                        买了4瓶，相信你分享的
63  2025-12-13 17:36:33             E佛系的悟空04  文字                                                                                                                                                说到🍳厨房好物，这个也给姐姐们推荐下👇
64  2025-12-13 17:37:39             E佛系的悟空04  文字                                                                                                                     🏠厨房用的最多的东西——【聪妈】 厨房纸巾❗❗\n\n✅吸油去腻\n✅清洁油污\n✅处理食材
65  2025-12-13 17:38:28                   摘星  文字                                                                                                                                                    锅底净拍了，这个也要悟空[强]
66  2025-12-13 17:39:43                 是小夹心  文字                                                                                                                             这个牌子是我们上次买的那个抽纸牌子对吧，抽纸很好用，质量非常不错[强][强]
67  2025-12-13 17:41:40             E佛系的悟空04  文字                                                                                     我去[发呆]！！这是真吸水啊！！🔥12倍吸水力！！一抹即净，不留污渍👍实力猛的很👍\n\n🛑3层加厚，厚到可以水洗反复用[666]擦完灶台冲一下，还能擦餐桌
68  2025-12-13 17:42:40             E佛系的悟空04  文字                                                                                                                               超市💰9.9一卷❗❗\n\n💥今天这个忦都不要❌，悟空直接带你薅2卷❗❗
69  2025-12-13 17:43:27                咕噜咕噜锤  文字                                                                                                                                                               快上悟空
70  2025-12-13 17:43:37                爱吃糖醋鱼  文字                                                                                                                                                             我要我要我要
71  2025-12-13 17:45:51             E佛系的悟空04  文字  ❤【悟空厨房好物】❤\n--\n🎁【水卫士】锅底净2瓶＋小工具 💰16.9\n\n⭕http://wk1.guerkeji.cn/wW83ym\n-\n🎁【聪妈】厨房纸巾75节*2卷 💰8.9\n\n⭕http://wk1.guerkeji.cn/Tl9VX4\n\n🌷悟空亲测好用系列，不是那种混日子的家用品！！闭眼入！
72  2025-12-13 17:46:13             E佛系的悟空04  文字                                                                                                                              【锅底净】我也一并整理好了！🏠厨房是咱们的天下，每一件小事都值得被关注🔆🔆
73  2025-12-13 17:48:20             E佛系的悟空04  文字                                                                                                                         【锅底净】部分地区限制💥能捡漏的都可2箪帕🈵❗\n\n【厨房纸巾】🉑帕5箪，直接囤满
74  2025-12-13 17:49:05             E佛系的悟空04  文字                                                                                                                                          🔥消耗品有好扴闭眼囤貨！！清洁省心，让家焕然一新🏠
75  2025-12-13 17:53:50                   摘星  文字                                                                                                                      今天是厨房专场吧，都是刚需，两个我都买了，早上的烧麦刚刚爬楼也买到了，今天一个不落，圆满了
76  2025-12-13 17:59:31                    暖  文字                                                                                                                                                        锅底净和厨房纸巾都拍了
77  2025-12-13 18:00:26                    暖  文字                                                                                                                                            擦灶台，油烟机的油渍都可以，还能省下不少洗洁精
78  2025-12-13 18:20:54                 星辰大海  文字                                                                                                                                这冬被实在是舒服，每天窝在里面跟躺云朵上似得，软软呼呼的，得劲[偷笑]
79  2025-12-13 18:21:49                 星辰大海  文字                                                                                                                                                  好物已拍到，谢谢悟空的推荐[玫瑰]
80  2025-12-13 19:06:32                淡漠烟熏妆  文字                                                                                                             没错，一点都不夸张，我家娃之前睡觉都闹腾，现在会主动说，妈妈，我想要盖那个热热软软的被子睡觉[呲牙][呲牙]
81  2025-12-13 19:22:55              水汪汪的大眼睛  文字                                                                                                                                                         锅底净和厨房纸巾拍了

============================================================
Sheet: 内裤
============================================================
                      0                    1   2                                                                        3
0                    时间                  发送人  类型                                                                       内容
1   2025-12-23 09:46:26             E佛系的悟空04  文字                                                       姐姐们！紧急插播一条秒杀福莉[跳跳]
2   2025-12-23 09:47:12  wxid_t8nztoc5h4l922  文字                                                                       来了
3   2025-12-23 09:48:25                  馒头片  文字                                                                     啥福利呀
4   2025-12-23 09:51:18                 是小夹心  文字                                                               悟空又谈下好东西了吗
5   2025-12-23 09:53:23             E佛系的悟空04  文字                                                    给你们找来一歀能穿出“裸感”的天丝内裤！！
6   2025-12-23 09:54:10             E佛系的悟空04  文字                                                                今天不抢绝对亏！！
7   2025-12-23 09:55:34                  小刘佳  文字                                                                 内裤吗？我要我要
8   2025-12-23 09:56:28                  小刘佳  文字                                                             两个月就要换一次，不嫌多
9   2025-12-23 09:57:43              水汪汪的大眼睛  文字                                                       这个可以诶正好需要换了，什么面料的呀
10  2025-12-23 09:59:55             E佛系的悟空04  文字                                                             天丝面料！触感堪比真丝~
11  2025-12-23 10:00:17             E佛系的悟空04  文字                                                     穿上就像咱们第二层皮肤，毫无异物感[哇]
12  2025-12-23 10:01:44             E佛系的悟空04  文字                                                            日常线下💰30多块拿不下来
13  2025-12-23 10:02:07             E佛系的悟空04  文字                                              今天咱们【禾少】杀忦！！💰1.99/条直接拿下[得意]
14  2025-12-23 10:03:39             E佛系的悟空04  文字  [烟花]天.丝内.裤  纯棉底裆 \n💰1.99/条 【禾少】 \n-\n⭕下箪： http://wk1.guerkeji.cn/uK2nS3
15  2025-12-23 10:04:32              E佛系的悟空8  文字                @所有人 ⚠首箪享天降荭包补* 贴🧧仅需💰1.99~\n第二単起💰3.99也划&#39;算✅，有需要直接闭眼冲🛒❗
16  2025-12-23 10:06:54                 晨晨快跑  文字                                                                       已拍
17  2025-12-23 10:08:40                 星辰大海  文字                                                正好家里的几条打算扔了，换新的，和我家人都一起拍了
18  2025-12-23 10:12:25                  小苹果  文字                                                                已拍3条，好划算啊
19  2025-12-23 10:13:02                  不离十  文字                                        天丝面料的舒服，我家好几条内裤都是这种面料的，穿上丝丝滑滑的不闷汗
20  2025-12-23 10:16:41                   摘星  文字                                             已拍。这价格当一次性穿都不会贵[破涕为笑]索性多拍了几条
21  2025-12-23 10:17:20                   浅冬  文字                                                                  尺码表有嘛悟空
22  2025-12-23 10:18:45                 一川月白  文字                                                                       已拍
23  2025-12-23 10:19:54             E佛系的悟空04  文字                                                       尺码图在这里，直接按体重选，卡码选大
24  2025-12-23 10:21:08             E佛系的悟空04  文字                     ⚠首箪享天降荭包补* 贴🧧仅需💰1.99~\n第二単起💰3.99也划&#39;算✅，有需要直接闭眼冲🛒❗
25  2025-12-23 10:24:36  wxid_jeyesv8bqvvp22  文字                                                                   已拍天丝内裤
26  2025-12-23 10:30:36                 夹心饼干  文字                                                                 真划算，果断拍下
27  2025-12-23 10:36:00             E佛系的悟空04  文字                                    因为内裤是贴身衣物，会接触到身体的分泌物和排泄物，容易滋生细jun和病毒。
28  2025-12-23 10:37:25             E佛系的悟空04  文字  [烟花]天.丝内.裤  纯棉底裆 \n💰1.99/条 【禾少】 \n-\n⭕下箪： http://wk1.guerkeji.cn/uK2nS3
29  2025-12-23 10:38:02             E佛系的悟空04  文字                     ⚠首箪享天降荭包补* 贴🧧仅需💰1.99~\n第二単起💰3.99也划&#39;算✅，有需要直接闭眼冲🛒❗
30  2025-12-23 10:38:58             E佛系的悟空04  文字                                                   限时限量，随时可能停，需要的抓紧时间[抓狂]
31  2025-12-23 10:41:16                  言午许  文字                                                                       已拍
32  2025-12-23 10:44:29                一个大猩猩  文字                                                我内裤换的很勤快，有时候2个月就换了，都不到3个月
33  2025-12-23 10:45:24                一个大猩猩  文字                                                           夏天一般2个月换，冬天三个月
34  2025-12-23 10:47:01                 欧神附体  文字                                        已拍，我也是，夏天天气热下面更容易滋生细菌，而且还容易出汗[捂脸]
35  2025-12-23 10:54:22                  幸运星  文字                                                               抢到了，差点以为没了
36  2025-12-23 10:58:32                淡漠烟熏妆  文字                                                        拍了5条，价格实惠，物美价廉[强]
37  2025-12-23 11:05:32  wxid_cyb0gq16u5m222  文字                                                   橙子大小均匀，收到就迫不及待吃了几颗，好好吃
38  2025-12-23 11:19:12                  你兔兔  文字                                              已拍，天丝内裤我也有，一条二十几买的，你这里价格给力啊
39  2025-12-23 11:32:03                 洋洋得亿  文字                                                                       已拍

============================================================
Sheet: 蜂蜜
============================================================
                      0                    1   2                                                                                                                 3
0                    时间                  发送人  类型                                                                                                                内容
1   2026-01-03 09:42:16             E佛系的悟空04  文字                                                                                      哇哦！！早上好啊[太阳]姐姐们~ 刚喝了一口黑蜂蜜水~💦
2   2026-01-03 09:43:00             E佛系的悟空04  文字                                                                                                  啧啧❗❗这滋味必须跟你们唠唠~~
3   2026-01-03 09:43:22             E佛系的悟空04  文字                                                                                     [转圈]天灵盖都快被香飞了❗跟以前喝过的蜜🍯完全不一样❗❗
4   2026-01-03 09:45:15                  不离十  文字                                                                                                 天然蜂蜜和人工加糖的味道完全不一样
5   2026-01-03 09:47:01             E佛系的悟空04  文字                                                                                  不是齁甜齁甜的，是带点🌷花草清气的那种甜，咽下去喉咙特舒服😍~~
6   2026-01-03 09:48:41                  苹果派  文字                                                                                        等着啦[呲牙]我也习惯每天起来一杯蜂蜜水，润肠又通便
7   2026-01-03 09:49:59                咕噜咕噜锤  文字                                                                                                这木勺礼盒里面送的吗，我也要[呲牙]
8   2026-01-03 09:51:40             E佛系的悟空04  文字                                                                                           这好东西❗❗必须让姐姐们都尝上[加油][加油]
9   2026-01-03 09:53:23             E佛系的悟空04  文字                                                                                   姐姐们看👆和我平时家里买的土蜂蜜❗还真的不太一样啊[哇][哇]
10  2026-01-03 09:54:51             E佛系的悟空04  文字                                                                 咱们当妈的、操心家庭的，喝这个真的比喝那些💢糖浆勾兑的安心多了（哈哈哈❗❗好东西咱多喝~[憨笑]）
11  2026-01-03 09:56:22                  小泡芙  文字                                                                                              搭配柠檬水，天天喝，皮肤亮透透的[奸笑]
12  2026-01-03 09:57:09                 晨晨快跑  文字                                                                                                      这包装下来，得多少钱哦？
13  2026-01-03 09:58:13             E佛系的悟空04  文字                                                                                                    嘿嘿！！正巧🫡春节马上来了~
14  2026-01-03 09:58:56             E佛系的悟空04  文字                                                                                        我就跟老板商量了，给姐姐们整点礼盒！[机智][机智]
15  2026-01-03 10:00:02             E佛系的悟空04  文字                                                                               今年送礼[礼物]❗❗悟空一定把场面给你们撑足了（来点不一样的[奸笑]）
16  2026-01-03 10:00:39                一个大猩猩  文字                                                                                                           蜂蜜蜂蜜 快上
17  2026-01-03 10:00:42                  馒头片  文字                                                                                                           我们多少钱一盒
18  2026-01-03 10:00:49                  小苹果  文字                                                                                                    价格要是实惠，我多来几盒送人
19  2026-01-03 10:01:50             E佛系的悟空04  文字                                                                                    线 下同歀388一盒[炸弹]天喵店佸动还得298[破涕为笑]
20  2026-01-03 10:02:34             E佛系的悟空04  文字                                                                                              💥今天！！咱250g*4罐礼盒装💰68亓
21  2026-01-03 10:02:56             E佛系的悟空04  文字                                                                                                   新疆📍原产地直发，马上开呛❗❗
22  2026-01-03 10:04:04             E佛系的悟空04  文字  [礼物]高&#39;端礼盒装！！【壹世健】尼勒克黑蜂蜜\n250g*4瓶装💰68亓\n-\n点击：http://wk1.guerkeji.cn/y9eZk7\n--\n[爱心]希望每一次选择都源自你的喜欢！！\n保质期2年！
23  2026-01-03 10:05:33                咕噜咕噜锤  文字                                                                                              一罐才17，还有礼盒哇[强][强][强]
24  2026-01-03 10:06:37                  小刘佳  文字                                                                                                       5单，买了送人[呲牙]
25  2026-01-03 10:08:49              E佛系的悟空8  文字                                                                                    @所有人 这礼送出去[转圈]保证人家都会夸你会买、有心意❤❤
26  2026-01-03 10:10:34                 洋洋得亿  文字                                                                                           太值了，黑蜂蜜很贵的，之前买过，去了200大洋
27  2026-01-03 10:11:11                 夹心饼干  文字                                                                              我老家亲戚自己养的，就夏天的蜜得60一斤最少，冬天的蜜差不多得120一斤
28  2026-01-03 10:12:51                  服逛逛  文字                                                                                           5单，蜂蜜这个价真是太太太优惠了，一箱牛奶的钱
29  2026-01-03 10:15:14                 是小夹心  文字                                                                                      拍了4单，新疆黑蜂蜜这个价牛[强][强]过年送礼用[强]
30  2026-01-03 10:17:12                    暖  文字                                                                                     真实有效，又赚到了，感谢悟空的福利[玫瑰][玫瑰][玫瑰]
31  2026-01-03 10:19:42                 星辰大海  文字                                                                                                  新疆的蜂蜜确实特别好，黑蜂蜜更好
32  2026-01-03 10:22:00                爱吃糖醋鱼  文字                                                                                            我也冲了5单来， 刚好买了老公送人用，好便宜
33  2026-01-03 10:25:43                  言午许  文字                                                                                              一罐250g 有4罐 那就是2斤69对吧
34  2026-01-03 10:26:38                  言午许  文字                                                                                                    确定是黑蜂蜜吗[偷笑]好便宜
35  2026-01-03 10:28:13             E佛系的悟空04  文字                                                                         📍新疆来的，光 运 费 一単都要 补贴不少[捂脸][捂脸]姐姐们~抓紧时间冲了❗❗
36  2026-01-03 10:30:12             E佛系的悟空04  文字                                                                                            姐姐们⬆看这结晶就知道，包是❗纯正黑蜂蜜🔰🔰
37  2026-01-03 10:30:34             E佛系的悟空04  文字                                                                                   而且蜂蜜支持第三方检测✅，如果检测机构认定是假蜜，假一赔十❗❗
38  2026-01-03 10:33:04                 洋洋得亿  文字                                                        拍了5单，平时自己买都得200多，纯净自然环境下的蜂蜜，产出的营养价值很高[强]这送人面子里子都有了[偷笑][偷笑]
39  2026-01-03 10:36:23                 茉莉花茶  文字                                             壹世健品牌的黑蜂蜜质量很好的、价格也很贵，悟空能以这么低的价格拿到手，已经很划算了[鼓掌][鼓掌][鼓掌]真的不敢相信[强][强]太厉害了
40  2026-01-03 10:41:27                 似水流年  文字                                                                                                         小孩子可以吃嘛悟空
41  2026-01-03 10:43:25             E佛系的悟空04  文字                                                         这款蜂蜜无蔗糖✔、无添加✔，都是纯天然的❗❗\n\n1岁以上人群均可食用（无论孩子👶大人👩还是老人👵都是可以的哦）
42  2026-01-03 10:44:31             E佛系的悟空04  文字                                                                                      🔴保质期2年❗送礼盒❗❗送人、送爸妈、送领导都备有面儿🎁
43  2026-01-03 10:46:37                 欧神附体  文字                                                                                              拍了5单，纯天然的这个价格外面肯定买不到
44  2026-01-03 10:47:31                 欧神附体  文字                                                                                                只有悟空群里有这个优惠了[强][强]
45  2026-01-03 10:50:54             E佛系的悟空04  文字                                                                                               线下同歀388一盒的啊！！[破涕为笑]
46  2026-01-03 10:51:16             E佛系的悟空04  文字                                                                                            自己喝！💰69块到手2斤黑蜂蜜已经贼值了！！
47  2026-01-03 10:51:37             E佛系的悟空04  文字                                                                        更何况佳节送人呢！！！才60多！！能送出将近💰300效果，更 值 了[得意][得意]
48  2026-01-03 10:52:19                  豆芽儿  文字                                                                                               我可得多准备几盒去[捂脸]好几家要送的
49  2026-01-03 10:54:10             E佛系的悟空04  文字                                                                                                 你们速度是真的快[捂脸]都赶上了没
50  2026-01-03 10:54:53             E佛系的悟空04  文字  [礼物]高&#39;端礼盒装！！【壹世健】尼勒克黑蜂蜜\n250g*4瓶装💰68亓\n-\n点击：http://wk1.guerkeji.cn/y9eZk7\n--\n[爱心]希望每一次选择都源自你的喜欢！！\n保质期2年！
51  2026-01-03 10:55:16             E佛系的悟空04  文字                                                                                  📍新疆直发‼ 都是真正稀有且珍贵的好蜜🍯平时可拿不到这个忦 ❗❗
52  2026-01-03 10:55:37             E佛系的悟空04  文字                                                                                                  到量就停了❌姐姐们且珍惜哈❗❗❗
53  2026-01-03 10:57:39                  橙子皮  文字                                                                        蜂蜜好处太多了，能提高免疫力，还能促进肠胃健康，抗氧化、美容养颜[666][666]
54  2026-01-03 11:06:51                   摘星  文字                                                                                                拍了5盒 过年送礼就送黑蜂蜜[调皮]
55  2026-01-03 11:07:46                   摘星  文字                                                                 蜂蜜营养价值确实高，老公号又拍了5盒来，家里老人小孩都能喝，平时他喝多了还能解解酒[偷笑][偷笑]
56  2026-01-03 11:21:12                  你兔兔  文字                                                                                     自家喝也好，在纯净自然环境下产出的蜂蜜，营养价值更高[强]
57  2026-01-03 11:29:16                淡漠烟熏妆  文字                                                                                        光看这个，就知道是好蜂蜜[强]和蜂王浆一样浓稠[强]
58  2026-01-03 11:36:41                  小酒窝  文字                                                                                             给老妈也拍几单寄回去，蜂蜜喝了通肠道挺好的
59  2026-01-03 11:43:31             E佛系的悟空04  文字                                                                                             这么多奖项❗10个手指头都数不过来[捂脸]
60  2026-01-03 11:44:15             E佛系的悟空04  文字                                                                                   而且是🔰绿色食品官方认证！绝对的0添加纯天然的好  ”蜂蜜🍯“
61  2026-01-03 11:44:58             E佛系的悟空04  文字                                                                        又健康又有面儿~~跟人说‘这是📍新疆伊犁来的’，感觉咱格调一下就上来了！[社会社会]
62  2026-01-03 11:47:59              水汪汪的大眼睛  文字                                                                                                        这么好，赶紧拍了5盒
63  2026-01-03 11:50:19             E佛系的悟空04  文字  [礼物]高&#39;端礼盒装！！【壹世健】尼勒克黑蜂蜜\n250g*4瓶装💰68亓\n-\n点击：http://wk1.guerkeji.cn/y9eZk7\n--\n[爱心]希望每一次选择都源自你的喜欢！！\n保质期2年！
64  2026-01-03 11:50:40             E佛系的悟空04  文字                                                                        过节送人送它蕞好！！是我关心你的健康，我知道什么是好东西~ 我为你花了心思[666]
65  2026-01-03 11:51:02             E佛系的悟空04  文字                                                                                             哪个收[礼物]礼物的不会偷着乐啊[哇]！！
66  2026-01-03 11:55:47                 一川月白  文字                                                                                                     礼盒漂亮，悟空有眼光[强]
67  2026-01-03 12:09:59                 一个大福  文字                                                                                  买5单，送给老父亲，都没吃过，给他尝尝，老人还在能孝顺一点是一点
68  2026-01-03 12:24:04                   笑笑  文字                                                                                                              真有孝心
69  2026-01-03 12:26:49                   笑笑  文字                                                                                     [偷笑][偷笑]我是买的送七大姑八大姨，今年送点不一样的。
70  2026-01-03 12:33:07                情绪循环曲  文字                                                                                                            拍了蜂蜜送礼
71  2026-01-03 12:45:16             E佛系的悟空04  文字                                                                                     新疆直发‼ 都是真正稀有且珍贵的好蜜🍯平时拿不到这个忦！！
72  2026-01-03 12:45:38             E佛系的悟空04  文字                                                                     [强][强]本来已经呛完了，看到姐姐们对蜂蜜这么有兴趣，我又找老板争取了100份名额！！！
73  2026-01-03 12:46:00             E佛系的悟空04  文字                                                                                          哈哈哈！！老板也是很支持我的，给我磨动了[加油]
74  2026-01-03 12:46:22             E佛系的悟空04  文字                                                                                           🔥蕞后争取100単‼姐姐们且拍且珍惜哈！！！！
75  2026-01-03 12:48:41             E佛系的悟空04  文字  [礼物]高&#39;端礼盒装！！【壹世健】尼勒克黑蜂蜜\n250g*4瓶装💰68亓\n-\n点击：http://wk1.guerkeji.cn/y9eZk7\n--\n[爱心]希望每一次选择都源自你的喜欢！！\n保质期2年！
76  2026-01-03 12:56:48                 好运莲莲  文字                                                                                             得亏赶上了，纯蜂蜜是好东西，早晨来一勺挺好
77  2026-01-03 13:01:56             E佛系的悟空04  文字                                                                                                   [抓狂]说话间❗蕞后90単❗❗
78  2026-01-03 13:04:27                一个达不溜  文字                                                                                          5单，大人孩子都喜欢喝。送礼也是不错的选择[强]
79  2026-01-03 13:13:13  wxid_cyb0gq16u5m222  文字                                                                                            听说早上喝一杯蜂蜜水，养肝排毒，而且润肠通便
80  2026-01-03 13:14:08  wxid_cyb0gq16u5m222  文字                                                                                                              拍了5单
81  2026-01-03 13:24:19             E佛系的悟空04  文字                                                                                                    ⭕呛完了！！\n⭕呛完了！！
82  2026-01-03 13:24:41             E佛系的悟空04  文字                                                                                       熵家那边也匀不出来了❗❗数&#39;量就这么多[捂脸]
83  2026-01-03 13:25:03             E佛系的悟空04  文字                                                                                     有呛到的姐姐来裙里喊一声，让我羡慕一下！~[坏笑][坏笑]
84  2026-01-03 13:26:07                 夹心饼干  文字                                                                                                         我是抢到了[呲牙]
85  2026-01-03 13:27:02                 夹心饼干  文字                                                                                                   今年送礼是倍儿有面子，感谢悟空
86  2026-01-03 13:34:30                一个达不溜  文字                                                                                               幸好刚看手机，群里这么热闹点进来抢到了

============================================================
Sheet: 口罩+洗手液
============================================================
                      0         1   2                                                                                                                                                                            3
0                    时间       发送人  类型                                                                                                                                                                           内容
1   2026-01-04 10:04:44  E佛系的悟空04  文字                                                                                                                                                好多姐姐最近都提到了最近🦠流.感特别凶，我放心不下[拥抱]
2   2026-01-04 10:05:43      欧神附体  文字                                                                                                                                                            是呀，来回传播，我们部门倒下好几个
3   2026-01-04 10:06:47      晨晨快跑  文字                                                                                                                                                                        小孩真遭罪
4   2026-01-04 10:08:58  E佛系的悟空04  文字                                                                                                               除了提醒大家坚持喝【驼奶🥛】提升内在抵抗力，外在的【防御】也必须跟上[加油]\n特地让选品小助手帮姐姐们找了两个安心小单榀❗
5   2026-01-04 10:11:01       小刘佳  文字                                                                                                                                                          太贴心了　正想买口罩，每天坐公交必须带
6   2026-01-04 10:13:11       小泡芙  文字                                                                                                                                                              口罩洗手液都要，悟空咋这么懂我
7   2026-01-04 10:13:15      星辰大海  文字                                                                                                                                                                        上[呲牙]
8   2026-01-04 10:15:10  E佛系的悟空04  文字                                                                                                                                     “防.流.感🦠.双重铠甲”来了\n第一重防护铠甲👉【金士达】翳·用`外`科口罩😷
9   2026-01-04 10:16:16  E佛系的悟空04  文字                                                                                                                                                 ✅ 细菌过滤≥95%\n✅ 到手100片，全家够用两个月
10  2026-01-04 10:17:28     爱吃糖醋鱼  文字                                                                                                                                                悟空你昨天说的刺梨原浆也可以提升免疫力，非常好，我一直在喝
11  2026-01-04 10:18:23       馒头片  文字                                                                                                                                                                  家里的口罩刚好用完了诶
12  2026-01-04 10:19:22     一个达不溜  文字                                                                                                                                             贴心的悟空群主，处处为我们着想，家里小棉袄这几天就感冒了[捂脸]
13  2026-01-04 10:20:46  E佛系的悟空04  文字                                                                                                                                                         第二重防护铠甲👉【晴天大白】🦠抑菌洗手液
14  2026-01-04 10:21:52  E佛系的悟空04  文字                                                                                                                                                  ✅ 抑.菌.率99.9%\n✅ 植物花香🌷、洗后不拔干
15  2026-01-04 10:22:14  E佛系的悟空04  文字                                                                                                                                       👆👆这两样我们找【🍑淘.宝.小.二】拿了优.惠，比薬店便宜一大截，💥巨划算～
16  2026-01-04 10:23:02         暖  文字                                                                                                                                                         晴天大白的产品好用，上次在你这买了很满意
17  2026-01-04 10:23:06      欧神附体  文字                                                                                                                                                                         两种都要
18  2026-01-04 10:25:07  E佛系的悟空04  文字    ［烟花］防.流.感.🦠双重铠甲💪\n\n👉【金士达】翳·用`外`科口罩　100支　💰11.9起\n⭕下箪：http://wk1.guerkeji.cn/GmjZDr\n👉【晴天大白】99.9％抑.菌.洗手液　1瓶　💰12.9\n⭕下箪：http://wk1.guerkeji.cn/zsGFhK\n\n[爱心]希望每一次选择都源于你的喜欢
19  2026-01-04 10:28:37       小刘佳  文字                                                                                                                                            疫情以后到人多的地方必带口罩，勤洗手也很有必要，保护自己也保护家人
20  2026-01-04 10:31:49       小泡芙  文字                                                                                                                                                    拍了，洗手液2瓶，晴天大白平时卖得好贵，口罩也两盒
21  2026-01-04 10:36:23      星辰大海  文字                                                                                                                                            阳了三次以后体质特别差，现在养成进门洗手，去人密集的地方必带口罩💪
22  2026-01-04 10:42:59      晨晨快跑  文字                                                                                                                                                         两个都拍了，马上春运了，公共交通口罩必备
23  2026-01-04 10:52:20       小苹果  文字                                                                                                                                                       口罩和洗手液拍了，很实惠，又省了一笔[偷笑]
24  2026-01-04 11:03:31     咕噜咕噜锤  文字                                                                                                                                                  裤子收到了，和我之前100多那个差不多，非常满意[强]
25  2026-01-04 11:04:26     咕噜咕噜锤  文字                                                                                                                                                      口罩和洗手液都买了三单，全家每天都用消耗的很快
26  2026-01-04 11:17:47       服逛逛  文字                                                                                                                                                         洗手液很好用，我家现在用的就是这款一样的
27  2026-01-04 11:18:42       服逛逛  文字                                                                                                                                                                     泡沫丰富，清洁好
28  2026-01-04 11:29:41  E佛系的悟空04  文字                                                                                            看到姐姐们都这么有🔰防护意识，我就放心了❗\n “健康三部曲”👉内在打好免.疫基础✔+外出做好防护✔+随时清洁✔\n这三步做到位，流感再凶咱也不慌[加油][加油]
29  2026-01-04 11:30:25  E佛系的悟空04  文字  ［烟花］防.流.感.🦠双重铠甲💪\n\n👉【金士达】翳·用`外`科口罩　100支　💰11.9起\n⭕下箪：http://wk1.guerkeji.cn/GmjZDr\n\n👉【晴天大白】99.9％抑.菌.洗手液　1瓶　💰12.9\n⭕下箪：http://wk1.guerkeji.cn/zsGFhK\n\n[爱心]希望每一次选择都源于你的喜欢
30  2026-01-04 11:36:46      似水流年  文字                                                                                                                                                  说的对，有点时候多留个心眼，注意防护，对自己和家人都好
31  2026-01-04 11:37:41      似水流年  文字                                                                                                                                                                 口罩拍了[OK][OK]
32  2026-01-04 11:52:39      茉莉花茶  文字                                                                                                                                                    晴天大白这款洗手液很好闻，家里用了空了三罐，回购啦
33  2026-01-04 12:06:40       豆芽儿  文字                                                                                                                                                     拍了，养成卫生习惯很重要，马上过年了千万不能生病
34  2026-01-04 12:16:29  E佛系的悟空04  文字                                                                                                                                      🔰防护就像穿衣服——内在要暖🔆，外面要防风💨，脏了要及时洗。 缺哪样都不踏实。
35  2026-01-04 12:19:57       不离十  文字                                                                                                                                                         洗手液和口罩都拍了，急需，谢谢悟空的关心
36  2026-01-04 13:04:02      好运莲莲  文字                                                                                                                                   已拍洗手液，被晴天大白吸粉了，从没用过，自打上次悟空群里购买起一发不可收拾，太好用了
37  2026-01-04 13:25:51       言午许  文字                                                                                                                                                拍了，被群内划算的价格超高的品质折服了，买了好多东西都很好
38  2026-01-04 13:42:41   水汪汪的大眼睛  文字                                                                                                                                               已拍口罩，我长期喝刺梨茶，补充维生素c也可以预防感冒[呲牙]
39  2026-01-04 13:43:36   水汪汪的大眼睛  文字                                                                                                                                                                要是有了悟空@一下我，谢谢
40  2026-01-04 13:47:30  E佛系的悟空04  文字                                                                                                                                                                刚好这几天看到一条新闻❗❗
41  2026-01-04 13:48:35  E佛系的悟空04  文字                                                                                                               每年冬季流感🦠都会特别严重❗❗大家注意预防哦🔰\n节前疾.控.中.心还发布一篇刺梨的科普文，有兴趣的姐姐可以点开大图看看👆👆
42  2026-01-04 14:14:22      夹心饼干  文字                                                                                                                                                                  感谢悟空提醒我们戴口罩

============================================================
Sheet: 棉拖
============================================================
                      0         1   2                                                                                                                       3
